household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID2113,175.84,176,11.469815459137374,25,25,0,11,40.54545454545455,43,15,71,123.54545454545456,3,6,5,Female,Sri Lankan Tamil,Hinduism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,16,218,1,1,0,0,1,0,0,0,1,0,850,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,100000,Brick,Concrete,Non smart meter,FALSE,FALSE,0.5474488480481069
ID2114,180.36,182,29.814537840903498,25,25,0,3,47,59,20,62,146,1,2,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,13,204.15,1,1,0,0,1,0,0,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Cement Block,Concrete,Smart meter,FALSE,FALSE,-0.2481692003558681
ID2115,65.4,65,13.375973484822204,25,25,0,6,42,37.5,17,63,132.33333333333334,4,3,3,Male,Sinhala,Buddhism,Widowed,Passed G.C.E.(A/L) or equivalent,No occupation,Employer,22,222,1,1,0,0,1,1,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,50000,Brick,Tile,Smart meter,FALSE,FALSE,0.3746368136470137
ID2116,110.8,105,25.409971795865232,25,25,0,4,33.25,32,18,51,120,0,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,18,72.41,0,1,0,0,1,0,0,0,1,0,2385,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,50000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.03131390699626796
ID2117,274,277,21.891779278989635,25,25,0,7,34.857142857142854,35,9,68,145.85714285714286,2,4,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Own account worker,14,131.125,1,1,0,0,1,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,90000,Cement Block,Tile,Smart meter,FALSE,TRUE,-0.283282146047803
ID2118,175.6,173,23.22355126446714,25,25,0,8,35.375,34,3,73,138,3,5,3,Male,Sinhala,Buddhism,Never married,Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,17,212.08,1,1,0,0,1,0,1,0,0,0,1428,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,55000,Brick,Tile,Non smart meter,FALSE,FALSE,0.3503021106994648
ID2119,60.96,58,7.924014134263013,25,25,0,3,61,60,59,64,156,1,1,2,Female,Sinhala,Buddhism,Currently married (registered),Passed Grade 5,NA,NA,9,176.7,1,1,0,0,0,0,0,0,0,0,644,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,10000,Brick,Tile,Non smart meter,FALSE,FALSE,-1.2639937452986003
ID2120,27.96,32,18.649128665972576,25,25,1,3,37,31,22,58,56,1,2,1,Male,Sinhala,Buddhism,Never married,Passed Grade 10,Technician and associate professional,Private sector employee,0,0,0,0,0,0,0,0,0,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,20000,Brick,Tile,Non smart meter,TRUE,FALSE,-2.034260258726974
ID2121,48.72,49,11.595688854052613,25,25,0,5,31.4,24,17,49,127.2,3,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 2,Skilled agricultural and fishery worker,Private sector employee,9,126.29,1,0,0,0,0,1,0,0,0,0,460,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,70000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.9628625075335768
ID2122,156.72,151,26.393686113664888,25,25,0,8,29.25,28,2,62,137.26775,1,4,4,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Service worker and shop and market sales worker,Employer,16,233.15,1,1,0,0,1,1,0,0,0,0,3200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,1.628589276154599
ID2123,58.56,59,2.916619047230314,25,25,0,5,26,15,8,50,115.8,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Elementary occupation,Own account worker,5,170.2,1,1,0,0,0,0,0,0,0,0,2800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,30000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.46703195433238814
ID2124,0.08,0,0.4,25,25,24,1,84,84,84,84,1,0,0,1,Female,Sinhala,Buddhism,Never married,Passed G.C.E.(O/L),NA,NA,2,2,0,0,0,0,0,0,0,0,0,0,560,1,"Yes, I or a household member owns it.",Flat,SEC B,10000,Brick,Asbestos,Smart meter,FALSE,FALSE,-2.7637010504739474
ID2126,95,96,10.719919153924002,25,25,0,5,35.4,27,19,53,75.6,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,9,220,1,1,0,0,1,0,0,0,0,0,800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Brick,Concrete,Smart meter,FALSE,FALSE,-0.6411763045336165
ID2127,105.44,110,40.89425387508616,25,25,1,3,29.666666666666668,30,28,31,10.666666666666666,0,2,1,Male,Sri Lankan Tamil,Hinduism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Private sector employee,7,15,0,1,0,0,0,0,0,0,0,0,2400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC C,65000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.9382302854442149
ID2129,87,91,14.009736873786292,25,23,0,5,18.4,9,3,37,121.2,1,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Own account worker,14,268.97,1,1,1,0,1,0,1,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,90000,Cement Block,Concrete,Smart meter,FALSE,FALSE,0.39078656844013826
ID2130,79.68,75,29.541947577413826,25,25,0,3,47,55,25,61,135.33333333333334,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,Clerk,Private sector employee,14,227.93,1,1,0,0,0,0,0,0,0,0,1000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,95000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.4592534368358905
ID2131,230.6,313,198.99832495107424,25,25,6,6,29.166666666666668,25.5,23,48,103.33333333333331,3,3,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Degree / Diploma,Professional,Government employee,29,232.66,1,1,1,0,1,0,0,0,0,0,2235.45,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,100000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,2.197505614902367
ID2132,159.44,165,78.90557648227406,25,25,2,6,41,42.5,9,73,155.33333333333334,2,3,3,Female,Sinhala,Buddhism,Currently married (customary),Passed post Graduate Degree / Diploma,"Legislator, senior official, and manager",Semi government employee,18,267.74,1,1,0,0,0,1,1,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,70000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,1.299750178466942
ID2133,114.64,125,45.74283186103224,25,25,3,3,53,60,31,68,106,0,1,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,NA,NA,16,207.99,1,1,0,0,1,0,1,0,0,0,2400,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,35000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.4500752646824723
ID2134,56.16,51,16.46885950311476,25,25,0,4,29,32,10,42,97.5,2,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 2,Technician and associate professional,Own account worker,8,18,0,0,0,0,1,0,0,0,0,0,350,1,"Yes, I or a household member owns it.",Condominium/ Luxury apartments,SEC E,40000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-1.9895427614594734
ID2135,21.8,24,15.832456116050556,25,25,7,3,63.333333333333336,67,48,75,76,2,1,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 6,Elementary occupation,Own account worker,2,28,0,0,0,0,0,0,0,0,0,0,200,1,"No, I or any household member does not own or rent this household. We occupy this household without any payment of rent.",Single House - Single Floor,SEC D,24000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-2.6262181873277237
ID2137,226.64,223,43.0018216668395,25,25,0,6,37,32.5,11,81,139.66666666666666,1,4,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,24,181,1,1,0,0,1,0,1,1,0,1,1000,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,60000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,0.5846697190939318
ID2138,87.16,87,6.335613624582863,25,25,0,5,34.4,35,6,67,136.2,2,1,4,Male,Sinhala,Roman Catholicism,Currently married (customary),Passed G.C.E.(O/L),Technician and associate professional,Private sector employee,13,223.95,1,1,0,0,1,0,0,0,0,0,640,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,80000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,0.0468908245833347
ID2139,119.28,109,53.65827056475078,25,25,0,2,31.5,31.5,30,33,133,2,1,1,Male,Indian Tamil,Roman Catholicism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,13,179.3,1,1,1,0,1,0,1,0,0,0,900,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,50000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,-0.40612486174306617
ID2140,344.16,333,61.526200381084266,25,25,0,5,45,56,25,60,114.4,3,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed post Graduate Degree / Diploma,Professional,Private sector employee,43,425.26,1,1,1,0,1,0,1,1,0,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,Asbestos,Smart meter,FALSE,TRUE,4.726932184378098
ID2141,165.28,169,98.58098193870865,25,25,0,3,25.666666666666668,34,2,41,152,1,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,19,237,1,1,0,0,1,1,1,0,0,0,1089,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.9774804681297186
ID2142,165.68,158,30.976765486409324,25,25,0,2,36.5,36.5,36,37,126,2,1,1,Male,Sinhala,Roman Catholicism,Currently married (customary),PhD,Professional,Private sector employee,26,219.4,1,1,0,0,1,0,1,1,0,1,999,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,90000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.2655229993069441
ID2143,121.04,120,15.733403954643762,25,25,0,4,48.5,48.5,32,65,153,0,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),"Legislator, senior official, and manager",Private sector employee,25,263.24,1,1,0,0,1,0,1,0,0,0,1200,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,170000,Brick,Asbestos,Non smart meter,FALSE,FALSE,2.375911466472478
ID2144,182.32,197,42.00864990292674,25,25,0,4,18.75,20,1,34,154.25,1,3,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,15,202.5,1,1,1,1,1,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,250000,Cement Block,Asbestos,Smart meter,FALSE,FALSE,2.9270754886393195
ID2145,6.12,2,6.654071435344428,25,25,1,1,46,46,46,46,50,1,1,0,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 4,Skilled agricultural and fishery worker,Private sector employee,0,0,0,0,0,0,0,0,0,0,0,0,350,1,"Yes, I or a household member owns it.",Flat,SEC D,10000,Cement Block,Concrete,Non smart meter,TRUE,FALSE,-3.014849989425597
ID2146,77.36,77,13.193685358281565,25,25,0,2,70,70,69,71,167.5,0,1,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 12,NA,NA,18,190.66,1,1,0,0,1,0,1,0,0,1,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Brick,Asbestos,Smart meter,FALSE,FALSE,-0.03327893215462463
ID2147,269.12,270,57.42554599943594,25,25,0,1,77,77,77,77,168,0,0,1,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),No occupation,Contributing family worker,9,173.5,1,1,0,0,1,1,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,50000,Brick,Concrete,Smart meter,FALSE,FALSE,-0.6967727728174828
ID2148,83.72,82,16.7817361040706,25,25,0,5,28,32,4,59,148.8,1,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 7,Technician and associate professional,Own account worker,5,190,1,1,0,0,0,0,0,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Brick,Tile,Non smart meter,FALSE,FALSE,-1.2528669088154762
ID2149,197.32,197,35.116140638363625,25,25,0,2,54.5,54.5,54,55,96.5,2,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,23,242,1,1,1,0,1,0,0,1,0,0,3200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Brick,Asbestos,Smart meter,FALSE,FALSE,3.2868737875855776
ID2150,192.32,192,21.437350582569668,25,25,0,4,37.25,36.5,19,57,120,2,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,29,307,1,1,1,1,1,0,0,0,1,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,50000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.6137524694507424
ID2151,83.4,86,20.406289880001868,25,25,0,3,51,60,28,65,151.33333333333334,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Private sector employee,13,202,1,1,1,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,65000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.005376560084983287
ID2152,144.8,137,24.489793792516913,25,25,0,4,38.5,38,18,60,131.25,1,3,1,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(O/L),No occupation,Own account worker,14,215.75,1,1,0,0,1,0,0,0,0,0,2400,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC D,70000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.7192866440841454
ID2153,186.28,174,68.96105180945739,25,25,0,3,47,56,27,58,119.33333333333331,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Service worker and shop and market sales worker,Employer,10,176.5,1,0,1,0,0,0,1,0,0,0,1100,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,Concrete,Smart meter,FALSE,FALSE,-0.02155049806543058
ID2154,12.56,3,14.065560778013792,25,25,7,4,25.75,26.5,8,42,106.5,2,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed Grade 8,Skilled agricultural and fishery worker,Private sector employee,5,1,0,1,0,0,0,0,0,0,0,0,500,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC D,35000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-2.2974364278321997
ID2155,120.28,123,11.0284480624731,25,25,0,4,35.5,46,2,48,120,1,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Technician and associate professional,Private sector employee,11,183.5,1,1,0,0,1,0,0,0,0,0,450,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,50000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.7262162536855734
ID2156,62.36,72,29.101660891891836,25,25,2,2,42.5,42.5,41,44,124.65,0,1,1,Male,Sri Lankan Tamil,Other Christian denominations,Currently married (registered),Passed G.C.E.(O/L),NA,NA,10,174.58,1,1,0,0,0,0,0,0,0,0,3200,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,75000,I am not aware of that,Asbestos,Non smart meter,FALSE,FALSE,0.5912901835350751
ID2157,64.04,62,21.329713234515523,25,25,0,9,31.77777777777778,23,4,70,155.44444444444446,2,5,4,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Elementary occupation,Private sector employee,5,14,1,0,0,0,0,0,0,0,0,0,300,1,"Yes, I or a household member owns it.",Slum / Shanty,SEC E,60000,Wood / Takaran / Asbestos,Asbestos,Non smart meter,FALSE,FALSE,-2.0424210296853063
ID2159,42.44,41,9.092487741720268,25,25,0,2,66.5,66.5,64,69,168,0,1,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 3,NA,NA,8,21,1,1,0,0,0,0,0,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,60000,Brick,Concrete,Smart meter,FALSE,FALSE,-1.6081134510766137
ID2160,58.88,58,5.570158585414482,25,25,0,2,70.5,70.5,69,72,144,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Own account worker,9,213.5,1,1,0,0,1,0,0,0,0,0,650,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,50000,Brick,Asbestos,Smart meter,FALSE,FALSE,-0.6315901164016537
ID2162,0.24,0,0.5228129047119374,25,25,20,2,66.5,66.5,62,71,168,0,1,1,Female,Sinhala,Buddhism,Never married,Passed Grade 6,NA,NA,2,0,1,0,0,0,0,0,0,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,50000,Cement Block,Tile,Non smart meter,FALSE,FALSE,-2.2819749598244816
ID2163,316.68,315,63.899478349461766,25,25,0,5,30,32,11,52,139,1,2,3,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 12,Clerk,Private sector employee,10,203.5,1,1,0,0,1,0,1,0,0,0,816.75,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,100000,Cement Block,Asbestos,Non smart meter,FALSE,TRUE,0.002446982403896847
ID2164,45.16,47,12.495599225327291,25,25,0,7,31.142857142857142,27,3,72,115.14285714285714,2,2,5,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,Elementary occupation,Own account worker,9,89,0,1,0,0,0,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,45000,Brick,Asbestos,Smart meter,FALSE,FALSE,-1.3734381901095742
ID2165,129.24,129,18.675474112678728,25,25,0,4,52,53,21,81,144.5,1,2,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 8,Technician and associate professional,Own account worker,11,200.75,1,1,0,0,0,0,1,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,30000,Cement Block,Tile,Non smart meter,FALSE,FALSE,-0.7864702423376313
ID2168,125.4,126,14.517231140957977,25,25,0,5,35,43,10,63,139.8,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 10,NA,NA,15,111.47,1,1,0,0,1,0,0,0,0,0,3600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,60000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.6390469521352351
ID2169,78,74,12.372684968644975,25,25,0,5,46.2,53,19,76,142.4,2,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Own account worker,14,278.87,1,1,0,0,0,0,0,0,0,0,700,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC B,70000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.3337420539071572
ID2170,180.2,168,64.62326722370719,25,25,0,2,40,40,19,61,158,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,11,71.58,1,1,0,0,1,1,1,0,0,0,1600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,45000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.8900630078693541
ID2171,73.4,57,36.20543237324108,25,25,0,2,32,32,29,35,48,1,1,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 5,Service worker and shop and market sales worker,Own account worker,7,179,1,0,0,0,1,1,0,0,1,0,1600,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,100000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.02200913410428529
