r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.20288761969082944,0.2020042832851312,0.9696469462572901,229.683298890453,0,85,-106548.96064078166,213271.92128156332,214076.56833269817,72117.32651521411,76703,76789
