household_ID,appliance_ID,appliance_type,no_of_hours_used_during_last_week
ID0001,O1_1,Refrigerator,84.0
ID0001,O12_1,Rice cooker,3.0
ID0001,O26_1,Electric Iron including electric steam iron,1.0
ID0001,O31_1,TV,0.0
ID0001,O45_1,Mobile phone - Smart phones,5.0
ID0001,O45_2,Mobile phone - Smart phones,5.0
ID0001,O47_1,Mobile phone - Basic phones,
ID0001,O47_2,Mobile phone - Basic phones,
ID0002,O1_1,Refrigerator,168.0
ID0002,O12_1,Rice cooker,0.0
ID0002,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0002,O45_1,Mobile phone - Smart phones,
ID0003,O1_1,Refrigerator,168.0
ID0003,O4_1,Microwave,0.66
ID0003,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.35
ID0003,O8_1,Electric Blender,0.25
ID0003,O12_1,Rice cooker,7.0
ID0003,O13_1,Electric Kettle,0.5
ID0003,O15_1,Toaster / Sandwich toaster,1.75
ID0003,O24_1,Washing Machine,5.0
ID0003,O26_1,Electric Iron including electric steam iron,0.25
ID0003,O27_1,Electric Vacuum Cleaner,1.0
ID0003,O31_1,TV,1.0
ID0003,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0003,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",20.0
ID0003,O43_1,Laptops,20.0
ID0003,O44_1,Routers,
ID0003,O45_1,Mobile phone - Smart phones,
ID0003,O48_1,Fixed phones,0.75
ID0003,O50_1,Printer,
ID0003,O72_1,Emergency Light / re-chargeable torches,
ID0004,O1_1,Refrigerator,168.0
ID0004,O4_1,Microwave,0.0
ID0004,O8_1,Electric Blender,1.5
ID0004,O12_1,Rice cooker,5.0
ID0004,O13_1,Electric Kettle,0.0
ID0004,O15_1,Toaster / Sandwich toaster,0.0
ID0004,O17_1,Electric pressure cooker,0.0
ID0004,O24_1,Washing Machine,2.0
ID0004,O26_1,Electric Iron including electric steam iron,2.5
ID0004,O31_1,TV,39.0
ID0004,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0004,O45_1,Mobile phone - Smart phones,
ID0004,O45_2,Mobile phone - Smart phones,
ID0004,O46_1,Mobile phone - Feature phones,
ID0004,O46_2,Mobile phone - Feature phones,
ID0004,O62_1,Electric Bell,
ID0005,O1_1,Refrigerator,168.0
ID0005,O2_1,Separate Freezer,168.0
ID0005,O9_1,Electric grinder,0.25
ID0005,O12_1,Rice cooker,7.0
ID0005,O13_1,Electric Kettle,1.25
ID0005,O24_1,Washing Machine,4.0
ID0005,O26_1,Electric Iron including electric steam iron,1.0
ID0005,O31_1,TV,42.0
ID0005,O45_1,Mobile phone - Smart phones,
ID0005,O45_2,Mobile phone - Smart phones,
ID0005,O48_1,Fixed phones,
ID0006,O1_1,Refrigerator,168.0
ID0006,O8_1,Electric Blender,0.0
ID0006,O26_1,Electric Iron including electric steam iron,1.15
ID0006,O31_1,TV,73.0
ID0006,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0006,O40_1,Home theater system,1.0
ID0006,O42_1,Computers,
ID0006,O45_1,Mobile phone - Smart phones,
ID0006,O45_2,Mobile phone - Smart phones,
ID0006,O45_3,Mobile phone - Smart phones,
ID0007,O1_1,Refrigerator,168.0
ID0007,O8_1,Electric Blender,1.0
ID0007,O13_1,Electric Kettle,0.33
ID0007,O15_1,Toaster / Sandwich toaster,0.0
ID0007,O26_1,Electric Iron including electric steam iron,1.5
ID0007,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0007,O45_1,Mobile phone - Smart phones,
ID0007,O45_2,Mobile phone - Smart phones,
ID0007,O68_1,Oxygen filter for fish tank,
ID0008,O1_1,Refrigerator,168.0
ID0008,O8_1,Electric Blender,1.0
ID0008,O12_1,Rice cooker,1.5
ID0008,O13_1,Electric Kettle,7.0
ID0008,O15_1,Toaster / Sandwich toaster,0.25
ID0008,O26_1,Electric Iron including electric steam iron,5.0
ID0008,O31_1,TV,5.0
ID0008,O43_1,Laptops,7.0
ID0008,O43_2,Laptops,7.0
ID0008,O43_3,Laptops,7.0
ID0008,O44_1,Routers,7.0
ID0008,O45_1,Mobile phone - Smart phones,
ID0008,O45_2,Mobile phone - Smart phones,
ID0008,O45_3,Mobile phone - Smart phones,
ID0008,O45_4,Mobile phone - Smart phones,
ID0008,O46_1,Mobile phone - Feature phones,
ID0008,O62_1,Electric Bell,
ID0009,O1_1,Refrigerator,35.0
ID0009,O26_1,Electric Iron including electric steam iron,0.33
ID0009,O34_1,Radio,
ID0009,O45_1,Mobile phone - Smart phones,
ID0009,O46_1,Mobile phone - Feature phones,
ID0010,O1_1,Refrigerator,168.0
ID0010,O8_1,Electric Blender,2.0
ID0010,O12_1,Rice cooker,2.0
ID0010,O15_1,Toaster / Sandwich toaster,0.75
ID0010,O26_1,Electric Iron including electric steam iron,3.5
ID0010,O31_1,TV,35.0
ID0010,O32_1,TV antenna,
ID0010,O34_1,Radio,
ID0010,O45_1,Mobile phone - Smart phones,10.0
ID0010,O47_1,Mobile phone - Basic phones,
ID0010,O67_1,Electric Sewing machine,
ID0010,O72_1,Emergency Light / re-chargeable torches,
ID0011,O1_1,Refrigerator,168.0
ID0011,O8_1,Electric Blender,0.25
ID0011,O12_1,Rice cooker,0.33
ID0012,O1_1,Refrigerator,168.0
ID0012,O1_2,Refrigerator,168.0
ID0012,O4_1,Microwave,12.0
ID0012,O8_1,Electric Blender,7.0
ID0012,O8_2,Electric Blender,7.0
ID0012,O10_1,Electric mixer / beater,4.0
ID0012,O12_1,Rice cooker,6.0
ID0012,O12_2,Rice cooker,6.0
ID0012,O13_1,Electric Kettle,8.0
ID0012,O13_2,Electric Kettle,6.0
ID0012,O14_1,Electric water heater to heat water for drinking purposes,0.47
ID0012,O14_2,Electric water heater to heat water for drinking purposes,0.25
ID0012,O15_1,Toaster / Sandwich toaster,2.0
ID0012,O24_1,Washing Machine,7.0
ID0012,O24_2,Washing Machine,3.0
ID0012,O26_1,Electric Iron including electric steam iron,3.0
ID0012,O26_2,Electric Iron including electric steam iron,2.0
ID0012,O27_1,Electric Vacuum Cleaner,0.25
ID0012,O31_1,TV,35.0
ID0012,O31_2,TV,10.0
ID0012,O43_1,Laptops,14.0
ID0012,O43_2,Laptops,12.0
ID0012,O44_1,Routers,
ID0012,O45_1,Mobile phone - Smart phones,8.0
ID0012,O45_2,Mobile phone - Smart phones,
ID0012,O45_3,Mobile phone - Smart phones,
ID0012,O45_4,Mobile phone - Smart phones,
ID0012,O47_1,Mobile phone - Basic phones,
ID0012,O48_1,Fixed phones,1.0
ID0012,O50_1,Printer,
ID0012,O54_1,Hair dryer,
ID0012,O72_1,Emergency Light / re-chargeable torches,
ID0013,O1_1,Refrigerator,168.0
ID0013,O8_1,Electric Blender,0.5
ID0013,O12_1,Rice cooker,0.0
ID0013,O13_1,Electric Kettle,1.0
ID0013,O24_1,Washing Machine,0.5
ID0013,O26_1,Electric Iron including electric steam iron,1.0
ID0013,O31_1,TV,14.0
ID0013,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0013,O45_1,Mobile phone - Smart phones,
ID0013,O48_1,Fixed phones,
ID0014,O1_1,Refrigerator,168.0
ID0014,O12_1,Rice cooker,7.0
ID0014,O13_1,Electric Kettle,1.3
ID0014,O15_1,Toaster / Sandwich toaster,0.0
ID0014,O24_1,Washing Machine,3.5
ID0014,O26_1,Electric Iron including electric steam iron,1.45
ID0014,O31_1,TV,6.0
ID0014,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0014,O43_1,Laptops,14.0
ID0014,O44_1,Routers,
ID0014,O45_1,Mobile phone - Smart phones,
ID0014,O45_2,Mobile phone - Smart phones,
ID0014,O45_3,Mobile phone - Smart phones,
ID0014,O62_1,Electric Bell,
ID0015,O1_1,Refrigerator,168.0
ID0015,O8_1,Electric Blender,1.33
ID0015,O12_1,Rice cooker,0.75
ID0015,O13_1,Electric Kettle,2.2
ID0015,O15_1,Toaster / Sandwich toaster,0.0
ID0015,O26_1,Electric Iron including electric steam iron,1.2
ID0015,O31_1,TV,40.0
ID0015,O32_1,TV antenna,
ID0015,O34_1,Radio,0.0
ID0015,O36_1,DVD / VCD,
ID0015,O45_1,Mobile phone - Smart phones,
ID0016,O1_1,Refrigerator,168.0
ID0016,O8_1,Electric Blender,0.25
ID0016,O12_1,Rice cooker,7.0
ID0016,O13_1,Electric Kettle,1.0
ID0016,O24_1,Washing Machine,9.0
ID0016,O26_1,Electric Iron including electric steam iron,0.25
ID0016,O34_1,Radio,
ID0016,O45_1,Mobile phone - Smart phones,
ID0016,O45_2,Mobile phone - Smart phones,
ID0016,O45_3,Mobile phone - Smart phones,
ID0016,O45_4,Mobile phone - Smart phones,
ID0016,O45_5,Mobile phone - Smart phones,
ID0016,O72_1,Emergency Light / re-chargeable torches,
ID0016,O72_2,Emergency Light / re-chargeable torches,
ID0016,O72_3,Emergency Light / re-chargeable torches,
ID0017,O12_1,Rice cooker,1.0
ID0017,O13_1,Electric Kettle,8.0
ID0017,O31_1,TV,68.0
ID0017,O34_1,Radio,
ID0017,O45_1,Mobile phone - Smart phones,
ID0017,O48_1,Fixed phones,
ID0017,O48_2,Fixed phones,
ID0018,O1_1,Refrigerator,168.0
ID0018,O4_1,Microwave,0.25
ID0018,O5_1,Electric Oven,0.0
ID0018,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0018,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0018,O8_1,Electric Blender,0.66
ID0018,O12_1,Rice cooker,4.66
ID0018,O13_1,Electric Kettle,0.5
ID0018,O15_1,Toaster / Sandwich toaster,0.0
ID0018,O18_1,Air fryer,0.5
ID0018,O24_1,Washing Machine,4.5
ID0018,O26_1,Electric Iron including electric steam iron,2.0
ID0018,O27_1,Electric Vacuum Cleaner,0.5
ID0018,O29_1,Electric water gun (used to wash cars etc.),0.25
ID0018,O43_1,Laptops,3.5
ID0018,O43_2,Laptops,3.5
ID0018,O43_3,Laptops,3.5
ID0018,O43_4,Laptops,3.5
ID0018,O44_1,Routers,
ID0018,O44_2,Routers,
ID0018,O45_1,Mobile phone - Smart phones,1.5
ID0018,O45_2,Mobile phone - Smart phones,1.5
ID0018,O45_3,Mobile phone - Smart phones,
ID0018,O45_4,Mobile phone - Smart phones,
ID0018,O47_1,Mobile phone - Basic phones,2.0
ID0018,O47_2,Mobile phone - Basic phones,2.0
ID0018,O48_1,Fixed phones,
ID0018,O49_1,Power banks,
ID0018,O49_2,Power banks,
ID0018,O54_1,Hair dryer,
ID0018,O62_1,Electric Bell,
ID0018,O67_1,Electric Sewing machine,
ID0019,O1_1,Refrigerator,168.0
ID0019,O12_1,Rice cooker,2.25
ID0019,O24_1,Washing Machine,2.0
ID0019,O26_1,Electric Iron including electric steam iron,1.0
ID0019,O31_1,TV,3.5
ID0019,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0019,O34_1,Radio,
ID0019,O44_1,Routers,
ID0019,O45_1,Mobile phone - Smart phones,
ID0019,O45_2,Mobile phone - Smart phones,
ID0019,O48_1,Fixed phones,
ID0020,O1_1,Refrigerator,152.0
ID0020,O8_1,Electric Blender,0.5
ID0020,O26_1,Electric Iron including electric steam iron,3.0
ID0020,O31_1,TV,21.0
ID0020,O32_1,TV antenna,
ID0020,O34_1,Radio,
ID0020,O45_1,Mobile phone - Smart phones,1.5
ID0020,O45_2,Mobile phone - Smart phones,
ID0020,O47_1,Mobile phone - Basic phones,
ID0020,O48_1,Fixed phones,
ID0021,O1_1,Refrigerator,0.0
ID0021,O8_1,Electric Blender,0.1
ID0021,O9_1,Electric grinder,0.0
ID0021,O12_1,Rice cooker,3.5
ID0021,O13_1,Electric Kettle,1.5
ID0021,O24_1,Washing Machine,3.5
ID0021,O25_1,Clothes dryer,0.0
ID0021,O26_1,Electric Iron including electric steam iron,0.75
ID0021,O31_1,TV,42.0
ID0021,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0021,O43_1,Laptops,7.0
ID0021,O44_1,Routers,
ID0021,O45_1,Mobile phone - Smart phones,
ID0021,O45_2,Mobile phone - Smart phones,
ID0021,O48_1,Fixed phones,0.1
ID0021,O49_1,Power banks,
ID0021,O50_1,Printer,
ID0021,O54_1,Hair dryer,
ID0021,O59_1,CCTV camera systems,
ID0021,O59_2,CCTV camera systems,
ID0021,O59_3,CCTV camera systems,
ID0021,O59_4,CCTV camera systems,
ID0021,O66_1,Electric Water pump,
ID0021,O67_1,Electric Sewing machine,
ID0021,O72_1,Emergency Light / re-chargeable torches,
ID0021,O75_1,Toys with re-chargeable batteries,
ID0021,O75_2,Toys with re-chargeable batteries,
ID0021,O75_3,Toys with re-chargeable batteries,
ID0021,O75_4,Toys with re-chargeable batteries,
ID0022,O1_1,Refrigerator,168.0
ID0022,O5_1,Electric Oven,0.0
ID0022,O8_1,Electric Blender,0.35
ID0022,O12_1,Rice cooker,3.0
ID0022,O15_1,Toaster / Sandwich toaster,0.0
ID0022,O24_1,Washing Machine,1.0
ID0022,O26_1,Electric Iron including electric steam iron,1.0
ID0022,O27_1,Electric Vacuum Cleaner,0.25
ID0022,O29_1,Electric water gun (used to wash cars etc.),0.2
ID0022,O31_1,TV,28.0
ID0022,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0022,O34_1,Radio,
ID0022,O39_1,Camera (that needs to be charged using electricity),
ID0022,O43_1,Laptops,12.0
ID0022,O45_1,Mobile phone - Smart phones,
ID0022,O48_1,Fixed phones,
ID0022,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0023,O1_1,Refrigerator,0.0
ID0023,O8_1,Electric Blender,0.5
ID0023,O12_1,Rice cooker,4.0
ID0023,O13_1,Electric Kettle,0.5
ID0023,O26_1,Electric Iron including electric steam iron,0.5
ID0023,O31_1,TV,21.0
ID0023,O45_1,Mobile phone - Smart phones,7.0
ID0023,O47_1,Mobile phone - Basic phones,
ID0024,O1_1,Refrigerator,168.0
ID0024,O4_1,Microwave,0.0
ID0024,O5_1,Electric Oven,0.0
ID0024,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID0024,O8_1,Electric Blender,1.5
ID0024,O9_1,Electric grinder,0.5
ID0024,O10_1,Electric mixer / beater,0.0
ID0024,O12_1,Rice cooker,3.5
ID0024,O15_1,Toaster / Sandwich toaster,0.0
ID0024,O24_1,Washing Machine,2.0
ID0024,O25_1,Clothes dryer,0.0
ID0024,O26_1,Electric Iron including electric steam iron,0.5
ID0024,O27_1,Electric Vacuum Cleaner,1.0
ID0024,O31_1,TV,21.0
ID0024,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0024,O45_1,Mobile phone - Smart phones,
ID0024,O45_2,Mobile phone - Smart phones,
ID0024,O48_1,Fixed phones,
ID0024,O58_1,Roller door,
ID0024,O59_1,CCTV camera systems,
ID0024,O62_1,Electric Bell,
ID0025,O1_1,Refrigerator,168.0
ID0025,O8_1,Electric Blender,0.0
ID0025,O12_1,Rice cooker,0.0
ID0025,O13_1,Electric Kettle,3.0
ID0025,O24_1,Washing Machine,2.0
ID0025,O26_1,Electric Iron including electric steam iron,1.0
ID0025,O31_1,TV,16.0
ID0025,O45_1,Mobile phone - Smart phones,
ID0025,O45_2,Mobile phone - Smart phones,
ID0025,O48_1,Fixed phones,
ID0026,O1_1,Refrigerator,168.0
ID0026,O8_1,Electric Blender,3.5
ID0026,O9_1,Electric grinder,2.0
ID0026,O12_1,Rice cooker,3.5
ID0026,O13_1,Electric Kettle,7.0
ID0026,O24_1,Washing Machine,2.0
ID0026,O26_1,Electric Iron including electric steam iron,1.0
ID0026,O31_1,TV,25.0
ID0026,O42_1,Computers,
ID0026,O45_1,Mobile phone - Smart phones,1.0
ID0026,O45_2,Mobile phone - Smart phones,
ID0026,O45_3,Mobile phone - Smart phones,
ID0026,O45_4,Mobile phone - Smart phones,
ID0026,O47_1,Mobile phone - Basic phones,
ID0027,O1_1,Refrigerator,168.0
ID0027,O4_1,Microwave,0.0
ID0027,O8_1,Electric Blender,0.0
ID0027,O12_1,Rice cooker,0.0
ID0027,O26_1,Electric Iron including electric steam iron,2.0
ID0027,O34_1,Radio,
ID0027,O42_1,Computers,
ID0027,O45_1,Mobile phone - Smart phones,1.0
ID0027,O45_2,Mobile phone - Smart phones,
ID0027,O45_3,Mobile phone - Smart phones,
ID0027,O47_1,Mobile phone - Basic phones,
ID0027,O48_1,Fixed phones,
ID0028,O1_1,Refrigerator,168.0
ID0028,O8_1,Electric Blender,0.0
ID0028,O12_1,Rice cooker,0.4
ID0028,O13_1,Electric Kettle,2.2
ID0028,O24_1,Washing Machine,1.3
ID0028,O26_1,Electric Iron including electric steam iron,1.0
ID0028,O31_1,TV,84.0
ID0028,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0028,O45_1,Mobile phone - Smart phones,
ID0029,O1_1,Refrigerator,168.0
ID0029,O8_1,Electric Blender,0.0
ID0029,O12_1,Rice cooker,2.4
ID0029,O13_1,Electric Kettle,0.3
ID0029,O15_1,Toaster / Sandwich toaster,0.0
ID0029,O24_1,Washing Machine,3.0
ID0029,O26_1,Electric Iron including electric steam iron,1.0
ID0029,O31_1,TV,0.0
ID0029,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0029,O34_1,Radio,
ID0029,O43_1,Laptops,14.0
ID0029,O44_1,Routers,
ID0029,O45_1,Mobile phone - Smart phones,
ID0029,O45_2,Mobile phone - Smart phones,
ID0029,O48_1,Fixed phones,
ID0029,O49_1,Power banks,
ID0030,O1_1,Refrigerator,168.0
ID0030,O26_1,Electric Iron including electric steam iron,0.3
ID0030,O46_1,Mobile phone - Feature phones,
ID0030,O47_1,Mobile phone - Basic phones,
ID0031,O13_1,Electric Kettle,0.0
ID0031,O26_1,Electric Iron including electric steam iron,1.0
ID0031,O34_1,Radio,
ID0032,O14_1,Electric water heater to heat water for drinking purposes,2.0
ID0032,O26_1,Electric Iron including electric steam iron,1.0
ID0032,O31_1,TV,72.0
ID0032,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0032,O43_1,Laptops,14.0
ID0032,O45_1,Mobile phone - Smart phones,5.0
ID0032,O45_2,Mobile phone - Smart phones,0.0
ID0032,O47_1,Mobile phone - Basic phones,
ID0032,O47_2,Mobile phone - Basic phones,
ID0033,O1_1,Refrigerator,168.0
ID0033,O26_1,Electric Iron including electric steam iron,1.0
ID0033,O31_1,TV,35.0
ID0033,O45_1,Mobile phone - Smart phones,3.0
ID0033,O47_1,Mobile phone - Basic phones,
ID0034,O1_1,Refrigerator,168.0
ID0034,O8_1,Electric Blender,1.3
ID0034,O12_1,Rice cooker,2.31
ID0034,O14_1,Electric water heater to heat water for drinking purposes,1.75
ID0034,O24_1,Washing Machine,7.0
ID0034,O42_1,Computers,70.0
ID0034,O44_1,Routers,
ID0034,O45_1,Mobile phone - Smart phones,
ID0034,O45_2,Mobile phone - Smart phones,
ID0034,O48_1,Fixed phones,
ID0035,O26_1,Electric Iron including electric steam iron,1.0
ID0035,O31_1,TV,21.0
ID0035,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0035,O45_1,Mobile phone - Smart phones,1.0
ID0035,O47_1,Mobile phone - Basic phones,
ID0036,O1_1,Refrigerator,168.0
ID0036,O8_1,Electric Blender,0.0
ID0036,O12_1,Rice cooker,0.0
ID0036,O15_1,Toaster / Sandwich toaster,0.0
ID0036,O26_1,Electric Iron including electric steam iron,0.33
ID0036,O31_1,TV,24.5
ID0036,O32_1,TV antenna,
ID0036,O40_1,Home theater system,
ID0036,O45_1,Mobile phone - Smart phones,
ID0036,O45_2,Mobile phone - Smart phones,
ID0036,O45_3,Mobile phone - Smart phones,
ID0036,O62_1,Electric Bell,
ID0037,O1_1,Refrigerator,24.0
ID0037,O8_1,Electric Blender,0.25
ID0037,O12_1,Rice cooker,0.25
ID0037,O24_1,Washing Machine,0.5
ID0037,O26_1,Electric Iron including electric steam iron,0.25
ID0037,O31_1,TV,2.0
ID0037,O34_1,Radio,
ID0037,O46_1,Mobile phone - Feature phones,0.0
ID0037,O48_1,Fixed phones,
ID0038,O8_1,Electric Blender,0.5
ID0038,O24_1,Washing Machine,3.0
ID0038,O26_1,Electric Iron including electric steam iron,0.25
ID0038,O34_1,Radio,
ID0038,O45_1,Mobile phone - Smart phones,
ID0038,O62_1,Electric Bell,
ID0038,O72_1,Emergency Light / re-chargeable torches,
ID0039,O1_1,Refrigerator,168.0
ID0039,O4_1,Microwave,2.0
ID0039,O5_1,Electric Oven,0.25
ID0039,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0039,O8_1,Electric Blender,0.0
ID0039,O9_1,Electric grinder,0.0
ID0039,O12_1,Rice cooker,3.5
ID0039,O12_2,Rice cooker,3.5
ID0039,O13_1,Electric Kettle,1.25
ID0039,O17_1,Electric pressure cooker,1.025
ID0039,O24_1,Washing Machine,6.0
ID0039,O26_1,Electric Iron including electric steam iron,1.0
ID0039,O31_1,TV,21.0
ID0039,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0039,O43_1,Laptops,1.5
ID0039,O44_1,Routers,
ID0039,O45_1,Mobile phone - Smart phones,
ID0039,O48_1,Fixed phones,
ID0039,O49_1,Power banks,
ID0039,O54_1,Hair dryer,
ID0039,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0039,O69_2,Geyser / Hot water systems for bathrooms which operate from electricity,
ID0039,O72_1,Emergency Light / re-chargeable torches,
ID0040,O1_1,Refrigerator,17.0
ID0040,O12_1,Rice cooker,2.3
ID0040,O13_1,Electric Kettle,0.33
ID0040,O15_1,Toaster / Sandwich toaster,0.0
ID0040,O24_1,Washing Machine,1.5
ID0040,O26_1,Electric Iron including electric steam iron,0.33
ID0040,O31_1,TV,14.0
ID0040,O45_1,Mobile phone - Smart phones,
ID0040,O45_2,Mobile phone - Smart phones,
ID0040,O45_3,Mobile phone - Smart phones,
ID0040,O67_1,Electric Sewing machine,
ID0041,O1_1,Refrigerator,168.0
ID0041,O5_1,Electric Oven,0.0
ID0041,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID0041,O8_1,Electric Blender,0.25
ID0041,O12_1,Rice cooker,1.0
ID0041,O13_1,Electric Kettle,0.75
ID0041,O15_1,Toaster / Sandwich toaster,0.0
ID0041,O18_1,Air fryer,0.0
ID0041,O24_1,Washing Machine,1.05
ID0041,O26_1,Electric Iron including electric steam iron,1.0
ID0041,O27_1,Electric Vacuum Cleaner,1.0
ID0041,O29_1,Electric water gun (used to wash cars etc.),0.0
ID0041,O30_1,Electric Lawn mower,0.0
ID0041,O31_1,TV,14.0
ID0041,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0041,O34_1,Radio,
ID0041,O35_1,Bluetooth Speakers,
ID0041,O40_1,Home theater system,
ID0041,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",0.0
ID0041,O43_1,Laptops,7.0
ID0041,O43_2,Laptops,7.0
ID0041,O44_1,Routers,
ID0041,O45_1,Mobile phone - Smart phones,
ID0041,O45_2,Mobile phone - Smart phones,
ID0041,O48_1,Fixed phones,
ID0041,O49_1,Power banks,
ID0041,O54_1,Hair dryer,
ID0041,O59_1,CCTV camera systems,
ID0041,O66_1,Electric Water pump,
ID0041,O67_1,Electric Sewing machine,
ID0041,O70_1,Hot tub,
ID0042,O1_1,Refrigerator,0.0
ID0042,O8_1,Electric Blender,0.25
ID0042,O12_1,Rice cooker,1.0
ID0042,O13_1,Electric Kettle,0.0
ID0042,O24_1,Washing Machine,1.0
ID0042,O26_1,Electric Iron including electric steam iron,0.5
ID0042,O31_1,TV,33.0
ID0042,O32_1,TV antenna,
ID0042,O34_1,Radio,
ID0042,O45_1,Mobile phone - Smart phones,
ID0042,O62_1,Electric Bell,
ID0043,O1_1,Refrigerator,168.0
ID0043,O4_1,Microwave,0.25
ID0043,O8_1,Electric Blender,0.165
ID0043,O9_1,Electric grinder,0.3
ID0043,O12_1,Rice cooker,2.0
ID0043,O13_1,Electric Kettle,1.0
ID0043,O15_1,Toaster / Sandwich toaster,0.0
ID0043,O24_1,Washing Machine,2.35
ID0043,O24_2,Washing Machine,0.0
ID0043,O26_1,Electric Iron including electric steam iron,1.0
ID0043,O27_1,Electric Vacuum Cleaner,1.0
ID0043,O31_1,TV,21.0
ID0043,O42_1,Computers,70.0
ID0043,O42_2,Computers,
ID0043,O43_1,Laptops,10.5
ID0043,O43_2,Laptops,10.5
ID0043,O44_1,Routers,
ID0043,O45_1,Mobile phone - Smart phones,3.5
ID0043,O45_2,Mobile phone - Smart phones,
ID0043,O47_1,Mobile phone - Basic phones,
ID0043,O48_1,Fixed phones,0.0
ID0043,O50_1,Printer,
ID0043,O51_1,Scanner,
ID0043,O54_1,Hair dryer,0.0
ID0043,O54_2,Hair dryer,0.0
ID0043,O56_1,Electric shavers,
ID0043,O56_2,Electric shavers,
ID0043,O58_1,Roller door,
ID0043,O62_1,Electric Bell,
ID0043,O66_1,Electric Water pump,
ID0044,O1_1,Refrigerator,0.0
ID0044,O14_1,Electric water heater to heat water for drinking purposes,0.1
ID0044,O31_1,TV,0.0
ID0044,O34_1,Radio,
ID0045,O1_1,Refrigerator,154.0
ID0045,O4_1,Microwave,0.0
ID0045,O8_1,Electric Blender,0.25
ID0045,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID0045,O15_1,Toaster / Sandwich toaster,0.0
ID0045,O24_1,Washing Machine,4.0
ID0045,O26_1,Electric Iron including electric steam iron,1.0
ID0045,O31_1,TV,18.0
ID0045,O32_1,TV antenna,
ID0045,O36_1,DVD / VCD,
ID0045,O40_1,Home theater system,
ID0045,O45_1,Mobile phone - Smart phones,5.0
ID0045,O47_1,Mobile phone - Basic phones,
ID0045,O47_2,Mobile phone - Basic phones,
ID0045,O62_1,Electric Bell,
ID0045,O68_1,Oxygen filter for fish tank,
ID0046,O1_1,Refrigerator,168.0
ID0046,O5_1,Electric Oven,0.0
ID0046,O8_1,Electric Blender,0.1
ID0046,O12_1,Rice cooker,0.0
ID0046,O13_1,Electric Kettle,0.66
ID0046,O15_1,Toaster / Sandwich toaster,0.0
ID0046,O24_1,Washing Machine,4.0
ID0046,O26_1,Electric Iron including electric steam iron,1.0
ID0046,O31_1,TV,30.0
ID0046,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID0046,O45_1,Mobile phone - Smart phones,
ID0046,O45_2,Mobile phone - Smart phones,
ID0046,O45_3,Mobile phone - Smart phones,
ID0046,O49_1,Power banks,
ID0046,O77_1,Other 2,
ID0046,O77_2,Other 2,
ID0047,O12_1,Rice cooker,2.0
ID0047,O14_1,Electric water heater to heat water for drinking purposes,1.0
ID0047,O26_1,Electric Iron including electric steam iron,1.0
ID0048,O1_1,Refrigerator,168.0
ID0048,O8_1,Electric Blender,0.0
ID0048,O13_1,Electric Kettle,0.5
ID0048,O15_1,Toaster / Sandwich toaster,0.5
ID0048,O24_1,Washing Machine,3.0
ID0048,O26_1,Electric Iron including electric steam iron,1.0
ID0048,O31_1,TV,28.0
ID0048,O32_1,TV antenna,
ID0048,O34_1,Radio,
ID0048,O43_1,Laptops,7.0
ID0048,O43_2,Laptops,7.0
ID0048,O44_1,Routers,
ID0048,O45_1,Mobile phone - Smart phones,
ID0048,O45_2,Mobile phone - Smart phones,
ID0049,O1_1,Refrigerator,157.0
ID0049,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.3
ID0049,O8_1,Electric Blender,0.5
ID0049,O12_1,Rice cooker,2.5
ID0049,O24_1,Washing Machine,1.35
ID0049,O26_1,Electric Iron including electric steam iron,0.75
ID0049,O31_1,TV,14.0
ID0049,O45_1,Mobile phone - Smart phones,
