household_ID,appliance_ID,appliance_type,no_of_hours_used_during_last_week
ID1598,O29_1,Electric water gun (used to wash cars etc.),2.0
ID1598,O31_1,TV,14.0
ID1598,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1598,O45_1,Mobile phone - Smart phones,
ID1598,O45_2,Mobile phone - Smart phones,
ID1598,O54_1,Hair dryer,
ID1598,O55_1,Hair iron / hair curlers,
ID1598,O58_1,Roller door,
ID1598,O59_1,CCTV camera systems,
ID1599,O1_1,Refrigerator,168.0
ID1599,O8_1,Electric Blender,0.1
ID1599,O12_1,Rice cooker,4.0
ID1599,O24_1,Washing Machine,1.0
ID1599,O31_1,TV,48.0
ID1599,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1599,O35_1,Bluetooth Speakers,
ID1599,O43_1,Laptops,4.0
ID1599,O44_1,Routers,
ID1599,O45_1,Mobile phone - Smart phones,2.0
ID1599,O45_2,Mobile phone - Smart phones,
ID1599,O45_3,Mobile phone - Smart phones,
ID1599,O47_1,Mobile phone - Basic phones,
ID1599,O48_1,Fixed phones,
ID1600,O1_1,Refrigerator,90.0
ID1600,O8_1,Electric Blender,0.0
ID1600,O12_1,Rice cooker,0.0
ID1600,O24_1,Washing Machine,1.0
ID1600,O26_1,Electric Iron including electric steam iron,2.0
ID1600,O31_1,TV,30.0
ID1600,O42_1,Computers,
ID1600,O43_1,Laptops,14.0
ID1600,O45_1,Mobile phone - Smart phones,4.0
ID1600,O45_2,Mobile phone - Smart phones,4.0
ID1600,O47_1,Mobile phone - Basic phones,
ID1600,O47_2,Mobile phone - Basic phones,
ID1601,O1_1,Refrigerator,120.0
ID1601,O8_1,Electric Blender,0.35
ID1601,O12_1,Rice cooker,0.0
ID1601,O24_1,Washing Machine,0.0
ID1601,O26_1,Electric Iron including electric steam iron,0.75
ID1601,O31_1,TV,25.0
ID1601,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1601,O43_1,Laptops,7.0
ID1601,O45_1,Mobile phone - Smart phones,4.0
ID1601,O45_2,Mobile phone - Smart phones,
ID1601,O45_3,Mobile phone - Smart phones,
ID1601,O47_1,Mobile phone - Basic phones,
ID1602,O1_1,Refrigerator,168.0
ID1602,O5_1,Electric Oven,2.0
ID1602,O8_1,Electric Blender,1.0
ID1602,O12_1,Rice cooker,2.31
ID1602,O15_1,Toaster / Sandwich toaster,0.25
ID1602,O24_1,Washing Machine,2.31
ID1602,O26_1,Electric Iron including electric steam iron,0.75
ID1602,O31_1,TV,30.0
ID1602,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1602,O43_1,Laptops,14.0
ID1602,O43_2,Laptops,14.0
ID1602,O44_1,Routers,
ID1602,O45_1,Mobile phone - Smart phones,
ID1602,O45_2,Mobile phone - Smart phones,
ID1602,O45_3,Mobile phone - Smart phones,
ID1602,O48_1,Fixed phones,
ID1602,O67_1,Electric Sewing machine,2.0
ID1602,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1603,O1_1,Refrigerator,168.0
ID1603,O5_1,Electric Oven,0.0
ID1603,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",7.0
ID1603,O8_1,Electric Blender,1.5
ID1603,O10_1,Electric mixer / beater,0.0
ID1603,O12_1,Rice cooker,0.0
ID1603,O14_1,Electric water heater to heat water for drinking purposes,1.0
ID1603,O15_1,Toaster / Sandwich toaster,0.0
ID1603,O24_1,Washing Machine,4.0
ID1603,O26_1,Electric Iron including electric steam iron,1.0
ID1603,O27_1,Electric Vacuum Cleaner,1.0
ID1603,O31_1,TV,70.0
ID1603,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1603,O34_1,Radio,
ID1603,O35_1,Bluetooth Speakers,
ID1603,O42_1,Computers,
ID1603,O45_1,Mobile phone - Smart phones,
ID1603,O45_2,Mobile phone - Smart phones,
ID1603,O45_3,Mobile phone - Smart phones,
ID1603,O45_4,Mobile phone - Smart phones,
ID1603,O49_1,Power banks,
ID1603,O50_1,Printer,
ID1603,O52_1,Fax machines,
ID1604,O1_1,Refrigerator,168.0
ID1604,O4_1,Microwave,0.0
ID1604,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID1604,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID1604,O8_1,Electric Blender,0.25
ID1604,O12_1,Rice cooker,4.0
ID1604,O24_1,Washing Machine,1.5
ID1604,O26_1,Electric Iron including electric steam iron,1.0
ID1604,O31_1,TV,80.0
ID1604,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1604,O43_1,Laptops,12.0
ID1604,O45_1,Mobile phone - Smart phones,4.0
ID1604,O47_1,Mobile phone - Basic phones,
ID1604,O57_1,Electric Exercise Machines,
ID1605,O1_1,Refrigerator,168.0
ID1605,O4_1,Microwave,0.25
ID1605,O8_1,Electric Blender,0.25
ID1605,O12_1,Rice cooker,2.0
ID1605,O15_1,Toaster / Sandwich toaster,0.25
ID1605,O24_1,Washing Machine,3.0
ID1605,O26_1,Electric Iron including electric steam iron,0.33
ID1605,O31_1,TV,15.0
ID1605,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1605,O42_1,Computers,
ID1605,O45_1,Mobile phone - Smart phones,
ID1605,O45_2,Mobile phone - Smart phones,
ID1605,O45_3,Mobile phone - Smart phones,
ID1605,O54_1,Hair dryer,
ID1605,O55_1,Hair iron / hair curlers,
ID1605,O58_1,Roller door,
ID1606,O1_1,Refrigerator,168.0
ID1606,O5_1,Electric Oven,0.0
ID1606,O8_1,Electric Blender,1.0
ID1606,O15_1,Toaster / Sandwich toaster,0.0
ID1606,O24_1,Washing Machine,7.0
ID1606,O26_1,Electric Iron including electric steam iron,2.0
ID1606,O31_1,TV,0.0
ID1606,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1606,O42_1,Computers,70.0
ID1606,O43_1,Laptops,10.0
ID1606,O44_1,Routers,
ID1606,O45_1,Mobile phone - Smart phones,
ID1606,O45_2,Mobile phone - Smart phones,
ID1606,O45_3,Mobile phone - Smart phones,
ID1606,O45_4,Mobile phone - Smart phones,
ID1606,O45_5,Mobile phone - Smart phones,
ID1606,O50_1,Printer,
ID1606,O58_1,Roller door,
ID1606,O59_1,CCTV camera systems,
ID1606,O62_1,Electric Bell,
ID1606,O72_1,Emergency Light / re-chargeable torches,
ID1607,O1_1,Refrigerator,168.0
ID1607,O5_1,Electric Oven,0.0
ID1607,O8_1,Electric Blender,0.0
ID1607,O10_1,Electric mixer / beater,0.0
ID1607,O12_1,Rice cooker,3.5
ID1607,O15_1,Toaster / Sandwich toaster,0.0
ID1607,O24_1,Washing Machine,3.5
ID1607,O26_1,Electric Iron including electric steam iron,1.75
ID1607,O27_1,Electric Vacuum Cleaner,1.0
ID1607,O31_1,TV,28.0
ID1607,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1607,O34_1,Radio,
ID1607,O35_1,Bluetooth Speakers,
ID1607,O43_1,Laptops,3.5
ID1607,O43_2,Laptops,3.5
ID1607,O44_1,Routers,
ID1607,O45_1,Mobile phone - Smart phones,
ID1607,O45_2,Mobile phone - Smart phones,
ID1607,O45_3,Mobile phone - Smart phones,
ID1607,O48_1,Fixed phones,
ID1607,O66_1,Electric Water pump,
ID1607,O72_1,Emergency Light / re-chargeable torches,
ID1608,O1_1,Refrigerator,168.0
ID1608,O8_1,Electric Blender,1.0
ID1608,O26_1,Electric Iron including electric steam iron,1.0
ID1608,O31_1,TV,28.0
ID1608,O32_1,TV antenna,
ID1608,O45_1,Mobile phone - Smart phones,5.0
ID1608,O47_1,Mobile phone - Basic phones,
ID1609,O1_1,Refrigerator,168.0
ID1609,O8_1,Electric Blender,1.0
ID1609,O9_1,Electric grinder,1.0
ID1609,O12_1,Rice cooker,0.5
ID1609,O13_1,Electric Kettle,1.025
ID1609,O15_1,Toaster / Sandwich toaster,0.0
ID1609,O24_1,Washing Machine,0.0
ID1609,O26_1,Electric Iron including electric steam iron,1.0
ID1609,O31_1,TV,35.0
ID1609,O32_1,TV antenna,
ID1609,O34_1,Radio,
ID1609,O46_1,Mobile phone - Feature phones,
ID1610,O1_1,Refrigerator,168.0
ID1610,O5_1,Electric Oven,0.0
ID1610,O8_1,Electric Blender,0.5
ID1610,O12_1,Rice cooker,3.5
ID1610,O24_1,Washing Machine,3.0
ID1610,O26_1,Electric Iron including electric steam iron,0.75
ID1610,O31_1,TV,70.0
ID1610,O32_1,TV antenna,
ID1610,O45_1,Mobile phone - Smart phones,
ID1610,O45_2,Mobile phone - Smart phones,
ID1611,O1_1,Refrigerator,133.0
ID1611,O8_1,Electric Blender,2.0
ID1611,O12_1,Rice cooker,3.0
ID1611,O24_1,Washing Machine,10.0
ID1611,O26_1,Electric Iron including electric steam iron,5.0
ID1611,O31_1,TV,8.0
ID1611,O32_1,TV antenna,
ID1611,O34_1,Radio,
ID1611,O45_1,Mobile phone - Smart phones,
ID1611,O45_2,Mobile phone - Smart phones,
ID1611,O45_3,Mobile phone - Smart phones,
ID1611,O66_1,Electric Water pump,
ID1612,O12_1,Rice cooker,4.0
ID1612,O14_1,Electric water heater to heat water for drinking purposes,4.0
ID1612,O31_1,TV,35.0
ID1612,O32_1,TV antenna,
ID1612,O45_1,Mobile phone - Smart phones,
ID1612,O45_2,Mobile phone - Smart phones,
ID1612,O46_1,Mobile phone - Feature phones,
ID1613,O1_1,Refrigerator,168.0
ID1613,O5_1,Electric Oven,0.0
ID1613,O8_1,Electric Blender,0.25
ID1613,O10_1,Electric mixer / beater,0.0
ID1613,O12_1,Rice cooker,0.0
ID1613,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID1613,O15_1,Toaster / Sandwich toaster,0.0
ID1613,O24_1,Washing Machine,6.0
ID1613,O26_1,Electric Iron including electric steam iron,0.3
ID1613,O31_1,TV,46.0
ID1613,O34_1,Radio,0.0
ID1613,O36_1,DVD / VCD,
ID1613,O43_1,Laptops,21.0
ID1613,O44_1,Routers,
ID1613,O45_1,Mobile phone - Smart phones,7.0
ID1613,O45_2,Mobile phone - Smart phones,
ID1613,O45_3,Mobile phone - Smart phones,
ID1613,O45_4,Mobile phone - Smart phones,
ID1613,O47_1,Mobile phone - Basic phones,
ID1614,O1_1,Refrigerator,168.0
ID1614,O5_1,Electric Oven,0.0
ID1614,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID1614,O8_1,Electric Blender,0.66
ID1614,O9_1,Electric grinder,0.0
ID1614,O10_1,Electric mixer / beater,0.0
ID1614,O12_1,Rice cooker,2.0
ID1614,O12_2,Rice cooker,2.0
ID1614,O13_1,Electric Kettle,0.0
ID1614,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID1614,O15_1,Toaster / Sandwich toaster,0.0
ID1614,O17_1,Electric pressure cooker,0.0
ID1614,O21_1,Electric coconut scraper,0.0
ID1614,O24_1,Washing Machine,3.0
ID1614,O26_1,Electric Iron including electric steam iron,1.0
ID1614,O27_1,Electric Vacuum Cleaner,1.0
ID1614,O31_1,TV,2.0
ID1614,O32_1,TV antenna,0.0
ID1614,O34_1,Radio,
ID1614,O35_1,Bluetooth Speakers,
ID1614,O42_1,Computers,70.0
ID1614,O43_1,Laptops,7.0
ID1614,O44_1,Routers,7.0
ID1614,O45_1,Mobile phone - Smart phones,7.0
ID1614,O46_1,Mobile phone - Feature phones,
ID1614,O47_1,Mobile phone - Basic phones,0.0
ID1614,O49_1,Power banks,
ID1615,O1_1,Refrigerator,168.0
ID1615,O2_1,Separate Freezer,168.0
ID1615,O8_1,Electric Blender,1.0
ID1615,O12_1,Rice cooker,7.0
ID1615,O13_1,Electric Kettle,0.0
ID1615,O15_1,Toaster / Sandwich toaster,0.0
ID1615,O24_1,Washing Machine,2.0
ID1615,O25_1,Clothes dryer,2.0
ID1615,O26_1,Electric Iron including electric steam iron,1.0
ID1615,O31_1,TV,48.0
ID1615,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1615,O43_1,Laptops,7.0
ID1615,O44_1,Routers,
ID1615,O45_1,Mobile phone - Smart phones,
ID1615,O45_2,Mobile phone - Smart phones,
ID1615,O45_3,Mobile phone - Smart phones,
ID1615,O55_1,Hair iron / hair curlers,
ID1615,O67_1,Electric Sewing machine,
ID1616,O1_1,Refrigerator,168.0
ID1616,O8_1,Electric Blender,0.33
ID1616,O12_1,Rice cooker,3.0
ID1616,O15_1,Toaster / Sandwich toaster,0.0
ID1616,O24_1,Washing Machine,1.5
ID1616,O31_1,TV,0.0
ID1616,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1616,O34_1,Radio,
ID1616,O43_1,Laptops,8.0
ID1616,O44_1,Routers,
ID1616,O45_1,Mobile phone - Smart phones,
ID1616,O45_2,Mobile phone - Smart phones,
ID1616,O45_3,Mobile phone - Smart phones,
ID1616,O49_1,Power banks,
ID1616,O62_1,Electric Bell,
ID1617,O8_1,Electric Blender,0.5
ID1617,O26_1,Electric Iron including electric steam iron,1.0
ID1617,O31_1,TV,70.0
ID1617,O32_1,TV antenna,
ID1617,O38_1,Sound systems (Subwoofer)/Stereo,
ID1617,O45_1,Mobile phone - Smart phones,3.5
ID1617,O47_1,Mobile phone - Basic phones,
ID1617,O66_1,Electric Water pump,
ID1618,O1_1,Refrigerator,168.0
ID1618,O8_1,Electric Blender,0.0
ID1618,O12_1,Rice cooker,1.0
ID1618,O24_1,Washing Machine,0.0
ID1618,O26_1,Electric Iron including electric steam iron,1.0
ID1618,O31_1,TV,84.0
ID1618,O31_2,TV,14.0
ID1618,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1618,O33_2,Dialog TV / Peo TV / Satellite TV box,
ID1618,O34_1,Radio,0.0
ID1618,O35_1,Bluetooth Speakers,
ID1618,O36_1,DVD / VCD,
ID1618,O43_1,Laptops,7.0
ID1618,O45_1,Mobile phone - Smart phones,
ID1618,O45_2,Mobile phone - Smart phones,
ID1618,O46_1,Mobile phone - Feature phones,
ID1618,O46_2,Mobile phone - Feature phones,
ID1619,O1_1,Refrigerator,168.0
ID1619,O8_1,Electric Blender,0.0
ID1619,O10_1,Electric mixer / beater,0.0
ID1619,O12_1,Rice cooker,0.5
ID1619,O14_1,Electric water heater to heat water for drinking purposes,0.0
ID1619,O15_1,Toaster / Sandwich toaster,0.0
ID1619,O24_1,Washing Machine,3.0
ID1619,O26_1,Electric Iron including electric steam iron,7.0
ID1619,O31_1,TV,21.0
ID1619,O33_1,Dialog TV / Peo TV / Satellite TV box,0.0
ID1619,O35_1,Bluetooth Speakers,
ID1619,O36_1,DVD / VCD,
ID1619,O43_1,Laptops,42.0
ID1619,O43_2,Laptops,7.0
ID1619,O44_1,Routers,
ID1619,O45_1,Mobile phone - Smart phones,
ID1619,O45_2,Mobile phone - Smart phones,
ID1619,O45_3,Mobile phone - Smart phones,
ID1619,O45_4,Mobile phone - Smart phones,
ID1619,O54_1,Hair dryer,0.0
ID1619,O56_1,Electric shavers,
ID1619,O56_2,Electric shavers,
ID1619,O67_1,Electric Sewing machine,2.0
ID1619,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1620,O1_1,Refrigerator,168.0
ID1620,O5_1,Electric Oven,0.0
ID1620,O8_1,Electric Blender,0.25
ID1620,O9_1,Electric grinder,0.25
ID1620,O10_1,Electric mixer / beater,0.0
ID1620,O12_1,Rice cooker,4.0
ID1620,O14_1,Electric water heater to heat water for drinking purposes,0.5
ID1620,O15_1,Toaster / Sandwich toaster,0.0
ID1620,O24_1,Washing Machine,14.0
ID1620,O26_1,Electric Iron including electric steam iron,1.0
ID1620,O31_1,TV,0.0
ID1620,O32_1,TV antenna,
ID1620,O43_1,Laptops,14.0
ID1620,O45_1,Mobile phone - Smart phones,4.0
ID1620,O45_2,Mobile phone - Smart phones,
ID1620,O45_3,Mobile phone - Smart phones,
ID1620,O45_4,Mobile phone - Smart phones,
ID1620,O47_1,Mobile phone - Basic phones,
ID1621,O1_1,Refrigerator,168.0
ID1621,O4_1,Microwave,1.0
ID1621,O8_1,Electric Blender,1.0
ID1621,O12_1,Rice cooker,2.31
ID1621,O13_1,Electric Kettle,7.0
ID1621,O20_1,Electric grill,0.0
ID1621,O24_1,Washing Machine,3.0
ID1621,O26_1,Electric Iron including electric steam iron,6.0
ID1621,O27_1,Electric Vacuum Cleaner,1.0
ID1621,O29_1,Electric water gun (used to wash cars etc.),1.0
ID1621,O31_1,TV,0.0
ID1621,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1621,O34_1,Radio,0.0
ID1621,O35_1,Bluetooth Speakers,
ID1621,O36_1,DVD / VCD,
ID1621,O41_1,"Electric musical Instruments (ex.: electric organ, electric guitar etc.)",20.0
ID1621,O43_1,Laptops,14.0
ID1621,O43_2,Laptops,14.0
ID1621,O43_3,Laptops,14.0
ID1621,O44_1,Routers,
ID1621,O45_1,Mobile phone - Smart phones,1.0
ID1621,O45_2,Mobile phone - Smart phones,
ID1621,O45_3,Mobile phone - Smart phones,
ID1621,O45_4,Mobile phone - Smart phones,
ID1621,O47_1,Mobile phone - Basic phones,1.0
ID1621,O48_1,Fixed phones,1.0
ID1621,O49_1,Power banks,1.0
ID1621,O50_1,Printer,
ID1621,O51_1,Scanner,
ID1621,O54_1,Hair dryer,
ID1621,O58_1,Roller door,
ID1621,O59_1,CCTV camera systems,
ID1621,O59_2,CCTV camera systems,
ID1621,O59_3,CCTV camera systems,
ID1621,O59_4,CCTV camera systems,
ID1621,O59_5,CCTV camera systems,
ID1621,O62_1,Electric Bell,
ID1621,O67_1,Electric Sewing machine,2.0
ID1621,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1621,O69_2,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1621,O69_3,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1622,O1_1,Refrigerator,168.0
ID1622,O4_1,Microwave,0.25
ID1622,O5_1,Electric Oven,0.0
ID1622,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",3.5
ID1622,O8_1,Electric Blender,2.5
ID1622,O9_1,Electric grinder,0.0
ID1622,O12_1,Rice cooker,3.5
ID1622,O13_1,Electric Kettle,2.0
ID1622,O15_1,Toaster / Sandwich toaster,0.0
ID1622,O24_1,Washing Machine,1.0
ID1622,O26_1,Electric Iron including electric steam iron,1.25
ID1622,O27_1,Electric Vacuum Cleaner,1.0
ID1622,O31_1,TV,7.0
ID1622,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1622,O35_1,Bluetooth Speakers,
ID1622,O36_1,DVD / VCD,0.0
ID1622,O38_1,Sound systems (Subwoofer)/Stereo,0.0
ID1622,O40_1,Home theater system,0.0
ID1622,O42_1,Computers,70.0
ID1622,O43_1,Laptops,14.0
ID1622,O44_1,Routers,
ID1622,O45_1,Mobile phone - Smart phones,
ID1622,O45_2,Mobile phone - Smart phones,
ID1622,O45_3,Mobile phone - Smart phones,
ID1622,O48_1,Fixed phones,1.0
ID1622,O49_1,Power banks,0.0
ID1622,O50_1,Printer,
ID1622,O51_1,Scanner,
ID1622,O55_1,Hair iron / hair curlers,
ID1622,O56_1,Electric shavers,
ID1622,O58_1,Roller door,
ID1622,O59_1,CCTV camera systems,
ID1622,O62_1,Electric Bell,
ID1622,O66_1,Electric Water pump,
ID1622,O69_1,Geyser / Hot water systems for bathrooms which operate from electricity,
ID1623,O1_1,Refrigerator,168.0
ID1623,O8_1,Electric Blender,0.25
ID1623,O12_1,Rice cooker,3.0
ID1623,O24_1,Washing Machine,2.0
ID1623,O26_1,Electric Iron including electric steam iron,1.0
ID1623,O45_1,Mobile phone - Smart phones,
ID1623,O45_2,Mobile phone - Smart phones,
ID1624,O1_1,Refrigerator,168.0
ID1624,O8_1,Electric Blender,0.0
ID1624,O9_1,Electric grinder,0.0
ID1624,O10_1,Electric mixer / beater,0.0
ID1624,O12_1,Rice cooker,4.0
ID1624,O34_1,Radio,
ID1624,O43_1,Laptops,21.0
ID1624,O44_1,Routers,0.0
ID1624,O45_1,Mobile phone - Smart phones,
ID1624,O45_2,Mobile phone - Smart phones,
ID1624,O45_3,Mobile phone - Smart phones,
ID1624,O46_1,Mobile phone - Feature phones,
ID1625,O1_1,Refrigerator,24.0
ID1625,O8_1,Electric Blender,1.0
ID1625,O12_1,Rice cooker,0.0
ID1625,O13_1,Electric Kettle,0.0
ID1625,O26_1,Electric Iron including electric steam iron,1.0
ID1625,O34_1,Radio,
ID1625,O45_1,Mobile phone - Smart phones,4.0
ID1625,O47_1,Mobile phone - Basic phones,
ID1625,O47_2,Mobile phone - Basic phones,
ID1626,O1_1,Refrigerator,168.0
ID1626,O8_1,Electric Blender,0.25
ID1626,O12_1,Rice cooker,4.0
ID1626,O24_1,Washing Machine,1.0
ID1626,O26_1,Electric Iron including electric steam iron,3.5
ID1626,O31_1,TV,15.0
ID1626,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1626,O34_1,Radio,
ID1626,O43_1,Laptops,0.0
ID1626,O45_1,Mobile phone - Smart phones,14.0
ID1626,O45_2,Mobile phone - Smart phones,
ID1626,O45_3,Mobile phone - Smart phones,
ID1626,O47_1,Mobile phone - Basic phones,14.0
ID1626,O49_1,Power banks,
ID1627,O1_1,Refrigerator,168.0
ID1627,O5_1,Electric Oven,0.0
ID1627,O12_1,Rice cooker,3.5
ID1627,O24_1,Washing Machine,7.0
ID1627,O26_1,Electric Iron including electric steam iron,1.0
ID1627,O31_1,TV,7.0
ID1627,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1627,O45_1,Mobile phone - Smart phones,
ID1627,O45_2,Mobile phone - Smart phones,
ID1628,O1_1,Refrigerator,168.0
ID1628,O8_1,Electric Blender,0.0
ID1628,O10_1,Electric mixer / beater,0.0
ID1628,O12_1,Rice cooker,0.0
ID1628,O13_1,Electric Kettle,1.25
ID1628,O24_1,Washing Machine,0.5
ID1628,O26_1,Electric Iron including electric steam iron,1.0
ID1628,O31_1,TV,0.0
ID1628,O32_1,TV antenna,
ID1628,O35_1,Bluetooth Speakers,
ID1628,O42_1,Computers,
ID1628,O43_1,Laptops,4.0
ID1628,O45_1,Mobile phone - Smart phones,
ID1628,O45_2,Mobile phone - Smart phones,
ID1628,O48_1,Fixed phones,
ID1629,O1_1,Refrigerator,168.0
ID1629,O8_1,Electric Blender,2.0
ID1629,O12_1,Rice cooker,0.0
ID1629,O13_1,Electric Kettle,0.0
ID1629,O26_1,Electric Iron including electric steam iron,1.0
ID1629,O31_1,TV,28.0
ID1629,O45_1,Mobile phone - Smart phones,
ID1629,O45_2,Mobile phone - Smart phones,
ID1630,O1_1,Refrigerator,168.0
ID1630,O4_1,Microwave,1.75
ID1630,O7_1,Electrical exhaust fan fitted above the oven or the hot plate,0.0
ID1630,O8_1,Electric Blender,0.5
ID1630,O12_1,Rice cooker,2.31
ID1630,O13_1,Electric Kettle,1.75
ID1630,O15_1,Toaster / Sandwich toaster,0.0
ID1630,O24_1,Washing Machine,2.0
ID1630,O26_1,Electric Iron including electric steam iron,0.5
ID1630,O27_1,Electric Vacuum Cleaner,1.0
ID1630,O31_1,TV,21.0
ID1630,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1630,O34_1,Radio,
ID1630,O43_1,Laptops,2.31
ID1630,O44_1,Routers,
ID1630,O45_1,Mobile phone - Smart phones,
ID1630,O54_1,Hair dryer,
ID1630,O55_1,Hair iron / hair curlers,
ID1630,O62_1,Electric Bell,
ID1630,O66_1,Electric Water pump,
ID1631,O1_1,Refrigerator,168.0
ID1631,O12_1,Rice cooker,1.0
ID1631,O13_1,Electric Kettle,0.0
ID1631,O15_1,Toaster / Sandwich toaster,0.0
ID1631,O24_1,Washing Machine,3.0
ID1631,O26_1,Electric Iron including electric steam iron,3.0
ID1631,O31_1,TV,14.0
ID1631,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1631,O38_1,Sound systems (Subwoofer)/Stereo,
ID1631,O45_1,Mobile phone - Smart phones,
ID1631,O45_2,Mobile phone - Smart phones,
ID1632,O1_1,Refrigerator,168.0
ID1632,O8_1,Electric Blender,0.25
ID1632,O12_1,Rice cooker,4.66
ID1632,O13_1,Electric Kettle,1.0
ID1632,O24_1,Washing Machine,0.5
ID1632,O26_1,Electric Iron including electric steam iron,1.0
ID1632,O31_1,TV,28.0
ID1632,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1632,O45_1,Mobile phone - Smart phones,3.5
ID1632,O47_1,Mobile phone - Basic phones,
ID1633,O1_1,Refrigerator,168.0
ID1633,O8_1,Electric Blender,0.25
ID1633,O12_1,Rice cooker,1.75
ID1633,O13_1,Electric Kettle,0.5
ID1633,O24_1,Washing Machine,0.5
ID1633,O26_1,Electric Iron including electric steam iron,0.25
ID1633,O31_1,TV,0.0
ID1633,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1633,O45_1,Mobile phone - Smart phones,
ID1633,O58_1,Roller door,
ID1633,O59_1,CCTV camera systems,
ID1634,O1_1,Refrigerator,20.0
ID1634,O4_1,Microwave,0.0
ID1634,O6_1,"Electric cook tops (induction cookers, Infra-red cookers, hot plates)",0.0
ID1634,O8_1,Electric Blender,0.5
ID1634,O12_1,Rice cooker,7.0
ID1634,O13_1,Electric Kettle,0.0
ID1634,O24_1,Washing Machine,7.5
ID1634,O26_1,Electric Iron including electric steam iron,1.5
ID1634,O31_1,TV,49.0
ID1634,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1634,O45_1,Mobile phone - Smart phones,3.5
ID1634,O45_2,Mobile phone - Smart phones,
ID1634,O45_3,Mobile phone - Smart phones,
ID1634,O45_4,Mobile phone - Smart phones,
ID1634,O47_1,Mobile phone - Basic phones,
ID1634,O66_1,Electric Water pump,
ID1635,O1_1,Refrigerator,20.0
ID1635,O8_1,Electric Blender,0.25
ID1635,O12_1,Rice cooker,3.5
ID1635,O14_1,Electric water heater to heat water for drinking purposes,1.75
ID1635,O24_1,Washing Machine,2.25
ID1635,O26_1,Electric Iron including electric steam iron,2.31
ID1635,O45_1,Mobile phone - Smart phones,
ID1635,O45_2,Mobile phone - Smart phones,
ID1636,O1_1,Refrigerator,168.0
ID1636,O8_1,Electric Blender,0.25
ID1636,O12_1,Rice cooker,7.0
ID1636,O13_1,Electric Kettle,1.5
ID1636,O24_1,Washing Machine,6.0
ID1636,O26_1,Electric Iron including electric steam iron,1.5
ID1636,O31_1,TV,14.0
ID1636,O33_1,Dialog TV / Peo TV / Satellite TV box,
ID1636,O44_1,Routers,
ID1636,O45_1,Mobile phone - Smart phones,3.5
ID1636,O45_2,Mobile phone - Smart phones,
ID1636,O45_3,Mobile phone - Smart phones,
ID1636,O47_1,Mobile phone - Basic phones,
ID1636,O66_1,Electric Water pump,
ID1637,O1_1,Refrigerator,168.0
ID1637,O8_1,Electric Blender,0.5
ID1637,O26_1,Electric Iron including electric steam iron,0.5
ID1637,O31_1,TV,14.0
ID1637,O32_1,TV antenna,
ID1637,O44_1,Routers,
ID1637,O45_1,Mobile phone - Smart phones,
ID1638,O24_1,Washing Machine,1.5
ID1639,O8_1,Electric Blender,0.25
ID1639,O12_1,Rice cooker,4.62
ID1639,O45_1,Mobile phone - Smart phones,3.5
ID1639,O45_2,Mobile phone - Smart phones,
ID1639,O47_1,Mobile phone - Basic phones,
ID1640,O1_1,Refrigerator,0.0
ID1640,O8_1,Electric Blender,0.25
ID1640,O13_1,Electric Kettle,0.75
ID1640,O24_1,Washing Machine,0.0
ID1640,O34_1,Radio,
ID1640,O47_1,Mobile phone - Basic phones,
ID1641,O1_1,Refrigerator,168.0
ID1641,O4_1,Microwave,1.75
ID1641,O5_1,Electric Oven,0.0
ID1641,O8_1,Electric Blender,0.25
ID1641,O12_1,Rice cooker,0.0
